form	lemma	POS	morph
salut	salut	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
A	à	PRE	MORPH=empty
laquelle	lequel	DETrel	NOMB.=s|GENRE=f
chose	chose	NOMcom	NOMB.=s|GENRE=f
par	par	PRE	MORPH=empty
grande	grand	ADJqua	NOMB.=s|GENRE=f
fidelite	fidélité	NOMcom	NOMB.=s|GENRE=f
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=r
exhorte	exhorter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
le	le	DETdef	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
apostre	apôtre	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
Jesus	Jésus	NOMpro	NOMB.=s|GENRE=m
christ	Christ	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
disant	dire	VERppa	NOMB.=s|GENRE=m
en	en	ADVgen	MORPH=empty
ceste	ce	DETdem	NOMB.=s|GENRE=f
maniere	manière	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
Procedons	procéder	VERcjg	MODE=imp|PERS.=4|NOMB.=p
d'	de	PRE	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
mesme	même	ADJind	NOMB.=s|GENRE=f
reigle	règle	NOMcom	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n
a	à	PRE	MORPH=empty
quoy	quoi	PROrel	NOMB.=s|GENRE=n|CAS=i
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
sommes	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=4|NOMB.=p
parvenus	parvenir	VERppe	NOMB.=p|GENRE=m
:	:	PONfbl	MORPH=empty
affin	afin	PRE	MORPH=empty
que	que	CONsub	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
soyons	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=4|NOMB.=p
tous	tout	DETind	NOMB.=p|GENRE=m
ung	un	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Or	or	CONcoo	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROimp	PERS.=3|NOMB.=s|GENRE=m|CAS=n
certain	certain	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
en	en	ADVgen	MORPH=empty
suyvant	suivre	VERppa	NOMB.=p|GENRE=n
les	le	DETdef	NOMB.=p|GENRE=m
opinions	opinion	NOMcom	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
fantasies	fantaisie	NOMcom	NOMB.=p|GENRE=f
des	de_le	PRE.DETdef	NOMB.=p|GENRE=m
hommes	homme	NOMcom	NOMB.=p|GENRE=m
(	(	PONpga	MORPH=empty
lesquelles	lequel	PROrel	NOMB.=p|GENRE=f|CAS=n
entre	entre	PRE	MORPH=empty
elles	il	PROper	PERS.=3|NOMB.=p|GENRE=f|CAS=n
mesme	même	ADJind	NOMB.=s|GENRE=f
sont	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=6|NOMB.=p
tant	tant	ADVgen	MORPH=empty
differentes	différent	ADJqua	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
tant	tant	ADVgen	MORPH=empty
variables	variable	ADJqua	NOMB.=p|GENRE=f
et	et	CONcoo	MORPH=empty
contraires	contraire	ADJqua	NOMB.=p|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
unes	un	ADJqua	NOMB.=p|GENRE=f
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=m
aultres	autre	NOMcom	NOMB.=p|GENRE=f
)	)	PONpdr	MORPH=empty
que	que	CONsub	MORPH=empty
jamais	jamais	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
pourrons	pouvoir	VERcjg	MODE=ind|TEMPS=fut|PERS.=4|NOMB.=p
estre	être	VERinf	MORPH=empty
d'	de	PRE	MORPH=empty
ung	un	DETndf	NOMB.=s|GENRE=m
accord	accord	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
nous	nous	PROper	PERS.=4|NOMB.=p|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
besoing	besoin	NOMcom	NOMB.=s|GENRE=m
prendre	prendre	VERinf	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
pour	pour	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f
clarte	clarté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
lumiere	lumière	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
pour	pour	PRE	MORPH=empty
notre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f
direction	direction	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
adresse	adresse	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
laquelle	lequel	PROrel	NOMB.=s|GENRE=f|CAS=n
seule	seule	ADJqua	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f
parfaicte	parfait	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
entiere	entier	ADJqua	NOMB.=s|GENRE=f
reigle	règle	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
ne	ne	ADVneg	MORPH=empty
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ny	ni	ADVgen	MORPH=empty
ne	ne	ADVneg	MORPH=empty
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
aultre	autre	ADJind	NOMB.=s|GENRE=f
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
,	,	PONfbl	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
en	en	PRE	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
qui	qui	PROrel	NOMB.=s|GENRE=n|CAS=n
concerne	concerner	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
choses	chose	NOMcom	NOMB.=p|GENRE=f
divines	divin	ADJqua	NOMB.=p|GENRE=f
tout	tout	DETind	NOMB.=s|GENRE=m
homme	homme	NOMcom	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
menteur	menteur	ADJqua	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
seul	seul	ADJqua	NOMB.=s|GENRE=m
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
veritable	véritable	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parquoy	par_quoi	PRE.PROrel	NOMB.=s|GENRE=n|CAS=i
tres	très	ADVgen	MORPH=empty
bien	bien	ADVgen	MORPH=empty
conclud	conclure	ADJqua	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
iceluy	cil	ADJqua	PERS.=3|NOMB.=s|GENRE=m|CAS=n
sainct	saint	ADJqua	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
apostre	apôtre	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
que	que	PROrel	MORPH=empty
quiconques	quiconque	PROind	NOMB.=p|GENRE=f|CAS=n
suyvront	suivre	VERcjg	MODE=ind|TEMPS=fut|PERS.=6|NOMB.=p
ceste	ce	DETdem	NOMB.=s|GENRE=f
reigle	règle	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
paix	paix	NOMcom	NOMB.=s|GENRE=f
sera	être	VERcjg	MODE=ind|TEMPS=fut|PERS.=3|NOMB.=s
sur	sur	PRE	MORPH=empty
eulx	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
et	et	CONcoo	MORPH=empty
misericorde	miséricorde	ADJqua	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Sur	sur	PRE	MORPH=empty
eulx	il	PROper	PERS.=6|NOMB.=p|GENRE=m|CAS=n
dit	dire	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
,	,	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
non	non	ADVneg	MORPH=empty
sur	sur	PRE	MORPH=empty
autres	autre	PROind	NOMB.=p|GENRE=m|CAS=i
:	:	PONfbl	MORPH=empty
car	car	CONcoo	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
n'	ne	ADVneg	MORPH=empty
y	y	PROadv	MORPH=empty
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
que	que	CONsub	MORPH=empty
une	un	DETndf	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
voye	voie	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
salut	salut	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Il	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
donc	donc	ADVgen	MORPH=empty
tres	très	ADVgen	MORPH=empty
evident	évident	ADJqua	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
saincte	saint	ADJqua	NOMB.=s|GENRE=f
escripture	écriture	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
la	le	DETdef	NOMB.=s|GENRE=f
seule	seule	ADJqua	NOMB.=s|GENRE=f
pierre	pierre	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
seul	seul	ADJqua	NOMB.=s|GENRE=m
fondement	fondement	NOMcom	NOMB.=s|GENRE=m
de	de	PRE	MORPH=empty
nostre	notre	DETpos	PERS.=4|NOMB.=s|GENRE=f
foy	foi	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
par	par	PRE	MORPH=empty
tel	tel	DETind	NOMB.=s|GENRE=m
moyen	moyen	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
ne	ne	ADVneg	MORPH=empty
debvons	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=4|NOMB.=p
croyre	croire	VERinf	MORPH=empty
ne	ne	ADVneg	MORPH=empty
tenir	tenir	VERinf	MORPH=empty
chose	chose	NOMcom	NOMB.=s|GENRE=f
qui	qui	PROrel	NOMB.=s|GENRE=f|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
touchant	toucher	VERppa	NOMB.=s|GENRE=f
les	le	DETdef	NOMB.=p|GENRE=f
choses	chose	NOMcom	NOMB.=p|GENRE=f
divines	divin	ADJqua	NOMB.=p|GENRE=f
:	:	PONfbl	MORPH=empty
sinon	sinon	PRE	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
qu'	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=n|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contenu	contenir	VERppe	NOMB.=s|GENRE=m
aux	à_le	PRE.DETdef	NOMB.=p|GENRE=f
sainctes	saint	ADJqua	NOMB.=p|GENRE=f
escriptures	écriture	NOMcom	NOMB.=p|GENRE=f
/	/	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
rien	rien	PROind	NOMB.=s|GENRE=n|CAS=r
y	y	PROadv	MORPH=empty
changer	changer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
accroistre	accroître	VERinf	MORPH=empty
ou	ou	CONcoo	MORPH=empty
diminuer	diminuer	VERinf	MORPH=empty
.	.	PONfrt	MORPH=empty
Autrement	autrement	ADVgen	MORPH=empty
ce	ce	PROdem	NOMB.=s|GENRE=n|CAS=n
ne	ne	ADVneg	MORPH=empty
seroit	être	VERcjg	MODE=con|PERS.=3|NOMB.=s
plus	plus	ADVgen	MORPH=empty
foy	foi	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
folle	fou	ADJqua	NOMB.=s|GENRE=f
opinion	opinion	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
ymagination	imagination	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
songe	songer	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
erreur	erreur	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
deception	déception	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
resverie	rêverie	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Parquoy	par_quoi	PROrel	NOMB.=s|GENRE=n|CAS=i
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
licite	licite	ADJqua	NOMB.=s|GENRE=m
a	à	PRE	MORPH=empty
aucune	aucun	DETind	NOMB.=s|GENRE=f
creature	créature	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
entreprendre	entreprendre	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
adjouster	ajouter	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
inventer	inventer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
changer	changer	VERinf	MORPH=empty
/	/	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
diminuer	diminuer	VERinf	MORPH=empty
chose	chose	NOMcom	NOMB.=s|GENRE=f
quelconque	quelconque	PROind	NOMB.=s|GENRE=f
a	à	PRE	MORPH=empty
icelle	cil	ADJqua	PERS.=3|NOMB.=s|GENRE=f|CAS=i
tres	très	ADVgen	MORPH=empty
saincte	saint	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
immaculee	immaculé	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
mais	mais	CONcoo	MORPH=empty
en	en	ADVgen	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=i
et	et	CONcoo	MORPH=empty
par	par	PRE	MORPH=empty
tout	tout	PROind	NOMB.=s|GENRE=m|CAS=i
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
doibt	devoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
prendre	prendre	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
laisser	laisser	VERinf	MORPH=empty
en	en	ADVgen	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
droicte	droit	ADJqua	NOMB.=s|GENRE=f
purete	pureté	NOMcom	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
claire	clair	ADJqua	NOMB.=s|GENRE=f
simplicite	simplicité	NOMcom	NOMB.=s|GENRE=f
:	:	PONfbl	MORPH=empty
sans	sans	PRE	MORPH=empty
la	il	PROper	PERS.=3|NOMB.=s|GENRE=f|CAS=r
tirer	tirer	VERinf	MORPH=empty
(	(	PONpga	MORPH=empty
selon	selon	PRE	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f|CAS=r
fantasie	fantaisie	NOMcom	NOMB.=s|GENRE=f
)	)	PONpdr	MORPH=empty
a	à	PRE	MORPH=empty
autre	autre	ADJind	NOMB.=s|GENRE=m
sens	sens	NOMcom	NOMB.=s|GENRE=m
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
sainct	saint	ADJqua	NOMB.=s|GENRE=m
esperit	esprit	NOMcom	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
la	le	PROper	PERS.=3|NOMB.=s|GENRE=f
revelee	révéler	VERppe	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ce	ce	DETdem	NOMB.=s|GENRE=m
Preface	préface	NOMpro	NOMB.=s|GENRE=m
sur	sur	PRE	MORPH=empty
peine	peine	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
malediction	malédiction	NOMcom	NOMB.=s|GENRE=f
eternelle	éternel	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
voyre	voire	ADVgen	MORPH=empty
et	et	CONcoo	MORPH=empty
feust	être	VERcjg	MODE=ind|TEMPS=psp|PERS.=3|NOMB.=s
ung	un	ADJqua	NOMB.=s|GENRE=m
ange	ange	NOMcom	NOMB.=s|GENRE=m
du	de_le	PRE.DETdef	NOMB.=s|GENRE=m
ciel	ciel	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
ne	ne	ADVneg	MORPH=empty
fault	falloir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
contre	contre	PRE	MORPH=empty
cecy	ceci	PROdem	NOMB.=s|GENRE=m|CAS=i
alleguer	alléguer	VERinf	MORPH=empty
temps	temps	NOMcom	NOMB.=s|GENRE=m
ne	ni	ADVneg	MORPH=empty
coustume	coutume	NOMcom	NOMB.=s|GENRE=f
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
contraire	contraire	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
combien	combien	ADVint	MORPH=empty
longue	long	ADJqua	NOMB.=s|GENRE=f
quelle	quel	DETrel	NOMB.=s|GENRE=f
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
ou	où	CONcoo	MORPH=empty
puisse	pouvoir	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
estre	être	VERinf	MORPH=empty
:	:	PONfbl	MORPH=empty
pourtant	pourtant	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
seigneur	seigneur	NOMcom	NOMB.=s|GENRE=m
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
immuable	immuable	ADJqua	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Parquoy	par_quoi	PROrel	NOMB.=s|GENRE=n|CAS=i
le	le	DETdef	NOMB.=s|GENRE=m
droict	droit	NOMcom	NOMB.=s|GENRE=m
divin	divin	ADJqua	NOMB.=s|GENRE=m
ne	ne	ADVneg	MORPH=empty
poeut	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
jamais	jamais	ADVgen	MORPH=empty
estre	être	VERinf	MORPH=empty
abrogue	abroger	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ne	ni	ADVneg	MORPH=empty
par	par	PRE	MORPH=empty
longueur	longueur	NOMcom	NOMB.=s|GENRE=f
ou	ou	CONcoo	MORPH=empty
antiquite	antiquité	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
temps	temps	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ne	ni	ADVneg	MORPH=empty
mue	muer	VERppe	NOMB.=s|GENRE=m
ou	ou	CONcoo	MORPH=empty
change	changer	VERppe	NOMB.=s|GENRE=m
par	par	PRE	MORPH=empty
traditions	tradition	NOMcom	NOMB.=p|GENRE=f
ou	ou	CONcoo	MORPH=empty
constitutions	constitution	NOMcom	NOMB.=p|GENRE=f
d'	de	PRE	MORPH=empty
hommes	homme	NOMcom	NOMB.=p|GENRE=m
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	Dieu	NOMpro	NOMB.=s|GENRE=m
demeure	demeurer	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
eternellement	éternellement	ADVgen	MORPH=empty
stable	stable	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
permanente	permanent	ADJqua	NOMB.=s|GENRE=f
et	et	CONcoo	MORPH=empty
veritable	véritable	ADJqua	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
et	et	CONcoo	MORPH=empty
nulle	nul	DETind	NOMB.=s|GENRE=f
puissance	puissance	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
peult	pouvoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
au	à_le	PRE.DETdef	NOMB.=s|GENRE=m
contraire	contraire	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Et	et	CONcoo	MORPH=empty
si	si	CONsub	MORPH=empty
par	par	PRE	MORPH=empty
quelque	quelque	DETind	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
on	on	PROper	PERS.=3|NOMB.=s|GENRE=x|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
vescu	vivre	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
dit	dire	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
presche	prêcher	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
escript	écrire	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
diffinit	définir	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
creu	croire	VERppe	NOMB.=s|GENRE=m
et	et	CONcoo	MORPH=empty
enseigne	enseigner	VERcjg	NOMB.=s
autrement	autrement	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
icelle	cil	ADJqua	PERS.=3|NOMB.=s|GENRE=f|CAS=i
saincte	saint	ADJqua	NOMB.=s|GENRE=f
parolle	parole	NOMcom	NOMB.=s|GENRE=f
ne	ne	ADVneg	MORPH=empty
porte	porter	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ou	où	CONcoo	MORPH=empty
contient	contenir	VERcjg	MODE=ind|TEMPS=ipf|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
cela	cela	PROdem	NOMB.=s|GENRE=n
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
chose	chose	NOMcom	NOMB.=s|GENRE=f
digne	digne	ADJqua	NOMB.=s
de	de	PRE	MORPH=empty
allegation	allégation	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
Car	car	CONcoo	MORPH=empty
le	le	DETdef	NOMB.=s|GENRE=m
temps	temps	NOMcom	NOMB.=s|GENRE=m
combien	combien	ADVgen	MORPH=empty
long	long	ADJqua	NOMB.=s|GENRE=m
qu'	que	PROrel	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
soit	être	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
n'	ne	ADVneg	MORPH=empty
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
rien	rien	PROind	NOMB.=s
estime	estimer	NOMcom	NOMB.=s|GENRE=m
ou	où	CONcoo	MORPH=empty
repute	réputer	VERcjg	MODE=sub|TEMPS=pst|PERS.=3|NOMB.=s
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
presence	présence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
ainsi	ainsi	ADVgen	MORPH=empty
que	que	CONsub	MORPH=empty
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
escript	écrire	NOMcom	NOMB.=s|GENRE=m
:	:	PONfbl	MORPH=empty
Mille	mille	DETcar	NOMB.=p
ans	an	NOMcom	NOMB.=p|GENRE=m
en	en	ADVgen	MORPH=empty
la	le	DETdef	NOMB.=s|GENRE=f
presence	présence	NOMcom	NOMB.=s|GENRE=f
de	de	PRE	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
estre	être	VERinf	MORPH=empty
come	comme	NOMcom	NOMB.=s|GENRE=f
ung	un	ADJqua	NOMB.=s|GENRE=m
jour	jour	NOMcom	NOMB.=s|GENRE=m
passe	passer	VERcjg	TEMPS=pst|PERS.=3|NOMB.=s
/	/	PONfbl	MORPH=empty
c'	ce	PROdem	NOMB.=s|GENRE=n
est	être	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
a	à	PRE	MORPH=empty
dire	dire	VERinf	MORPH=empty
comme	comme	CONsub	MORPH=empty
rien	rien	PROind	NOMB.=s
,	,	PONfbl	MORPH=empty
ou	ou	CONcoo	MORPH=empty
bien	bien	ADVgen	MORPH=empty
peu	peu	ADVgen	MORPH=empty
de	de	PRE	MORPH=empty
chose	chose	NOMcom	NOMB.=s|GENRE=f
.	.	PONfrt	MORPH=empty
de	de	PRE	MORPH=empty
L'	le	DETdef	NOMB.=s|GENRE=m
autheur	auteur	NOMcom	NOMB.=s|GENRE=m
.	.	PONfrt	MORPH=empty
Davantaige	davantage	NOMpro	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
dieu	dieu	NOMcom	NOMB.=s|GENRE=m
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
ordonne	ordonner	VERppe	NOMB.=s
temps	temps	NOMcom	NOMB.=s|GENRE=m
oportun	opportun	VERppe	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
jouxte	jouxter	VERcjg	NOMB.=s
son	son	DETpos	PERS.=3|NOMB.=s|GENRE=m
bon	bon	ADJqua	NOMB.=s|GENRE=m
plaisir	plaisir	NOMcom	NOMB.=s|GENRE=m
/	/	PONfbl	MORPH=empty
auquel	à_lequel	ADJqua	NOMB.=s
il	il	PROper	PERS.=3|NOMB.=s|GENRE=m|CAS=n
a	avoir	VERcjg	MODE=ind|TEMPS=pst|PERS.=3|NOMB.=s
determine	déterminer	VERppe	NOMB.=s|GENRE=f
reveler	révéler	VERinf	MORPH=empty
et	et	CONcoo	MORPH=empty
manifester	manifester	VERinf	MORPH=empty
sa	son	DETpos	PERS.=3|NOMB.=s|GENRE=f
verite	vérité	NOMcom	NOMB.=s|GENRE=f
/	/	PONfbl	MORPH=empty
